name,age,birth year,first_name,family_name,father name,mother name,alive,death_cause,occ,height,strength,speed,stamina,weight,charisma,willpower,intel,melanin,parental,compassion,dexterity,weapon_prof,wealth,academic,farmer,fighter,hunter,merchant,gatherer,ruler,years_service
s_51 466 1358 3255,15,77,3255,s_51,51 466 1358,37 637,0,lack of mass,useless,57.4953,39.1666,48.8022,63.4812,47.6488,73.8299,67.6829,75.7561,78.0548,64.9849,83.8011,65.9327,0,0,1095.98,900.731,690.979,860.863,1066.48,975,888.058,0
s_54 186 2768,12,73,2768,s_54,54 186,64 119 448,0,accident,useless,46.628,30.302,54.5664,66.4645,69.6925,79.0057,66.9675,76.1125,71.9895,50.9104,70.3645,50.5244,0,0,1095.96,893.007,660.794,822.197,1130.65,975,888.262,0
s_53 150 455 1170 7370,10,103,7370,s_53,53 150 455 1170,44 153 1107 2375,0,lack of mass,useless,41.9365,31.0632,43.2949,46.0689,28.5651,74.6776,69.3921,74.8996,76.2559,36.1165,67.1425,41.8077,0,0,1095.96,836.904,563.605,670.37,1103.16,975,766.726,0
s_15 103 737 2939,16,74,2939,s_15,15 103 737,6 263,0,lack of mass,useless,59.502,49.5553,73.2991,71.5138,56.5706,86.5568,74.0099,72.5898,66.9599,64.7179,74.4995,66.797,0,0,1095.95,1011.38,793.274,967.393,1164.67,975,1031.7,0
s_71 900 6812,9,100,6812,s_71,71 900,73 314 1256 3395,0,accident,useless,36.5184,24.8515,43.9881,47.1279,61.7844,74.4978,66.2317,76.4779,77.2028,42.9269,64.6247,38.6261,0,0,1095.94,812.023,564.595,682.118,1111.67,975,767.894,0
s_9 257 679,51,37,679,s_9,9 257,3 210,0,disease,gatherer,66.7045,53.2146,53.9472,53.0795,175.593,76.5949,68.198,75.4948,80.4326,85.1,89.29,76.7379,0,67934.1,1095.94,932.664,795.083,974.997,1074.07,975,975.042,0
s_99 323 964 2265 5939 10662,2,119,10662,s_99,99 323 964 2265 5939,33 327 1311 4317,1,alive,useless,10.5657,9.60534,11.915,16.1517,23.4376,69.7793,68.1782,75.504,72.1054,13.0881,84.1698,11.3452,0,0,1095.93,665.474,301.628,325.353,1036.63,975,486.532,0
s_17 385 1329 3296 10489,3,118,10489,s_17,17 385 1329 3296,33 327 759 1709,1,alive,useless,13.8739,13.1038,13.5036,19.5384,32.681,74.845,71.3487,73.9178,78.0811,17.9147,78.1757,15.8365,0,0,1095.92,715.811,337.873,372.546,1079.32,975,542.132,0
s_43 520 4996,13,90,4996,s_43,43 520,68 131 1545,0,lack of mass,useless,49.313,43.3532,60.1429,66.8551,36.3647,69.7212,74.3831,72.3991,67.5696,51.4594,70.2644,67.5826,0,0,1095.91,978.358,737.938,910.464,1054.72,975,921.323,0
s_99 135 1258,18,52,1258,s_99,99 135,34 321,0,lack of mass,fighter,60.0705,50.8948,81.7327,73.5865,52.3927,70.4535,87.1575,66.0094,80.5641,67.7047,79.2646,75.4818,0,0,1095.88,1169.18,904.747,1106.65,1022.67,975,1103.79,0
s_11 121 1085 4667,29,88,4667,s_11,11 121 1085,48 116 1195,0,disease,fighter,66.2567,75.9933,74.6523,67.3084,167.939,73.8161,78.6474,70.2625,69.6718,80.1171,72.3764,78.0799,0,1709.82,1095.86,1136.53,941.369,1124.57,1072.75,975,1114.52,13
s_99 135 821 2831 9072,10,111,9072,s_99,99 135 821 2831,43 1041 2914,1,alive,useless,42.515,39.0914,46.3541,44.3307,70.0921,71.5991,76.7566,71.2078,79.2163,43.4576,69.991,42.5724,0,0,1095.86,919.257,601.298,702.234,1064.84,975,797.744,0
s_64 427 1418 3200 10214,4,117,10214,s_64,64 427 1418 3200,54 186 1521 3754,1,alive,useless,17.9318,13.7357,19.3089,23.4555,36.8589,76.8477,74.6044,72.2827,81.626,24.2507,92.2341,23.4279,0,0,1095.85,762.213,383.788,436.135,1060.31,975,597.618,0
s_56 132 1223 3047,14,75,3047,s_56,56 132 1223,43 159,0,lack of mass,useless,53.4561,46.8967,68.0371,66.5545,43.2375,70.5655,76.6983,71.2345,72.4933,48.1888,76.6217,56.7907,0,0,1095.84,1010.63,740.453,890.676,1044.42,975,938.327,0
s_68 131 2123,36,66,2123,s_68,68 131,53 350 933,0,disease,gatherer,71.9745,62.3791,63.3902,71.2605,176.013,75.6664,75.9006,71.6316,71.6068,62.7231,69.4361,66.6648,0,45676.9,1095.82,1084.02,842.361,1017.98,1095.69,975,1054.06,0
s_71 434,60,27,434,s_71,71,97,0,lack of mass,retired,75.9202,46.2098,69.6597,67.6602,81.0991,67.9424,69.1977,74.8087,70.0804,66.994,74.2472,77.6689,0,767.689,1095.81,987.161,849.74,1052.73,1042.93,975,1027.21,34
s_9 257 2273 7121,14,101,7121,s_9,9 257 2273,61 179 887 2267,0,lack of mass,useless,60.7087,35.1455,49.5479,59.6384,54.2238,74.167,74.1783,72.4915,78.009,66.4746,72.0231,66.7716,0,0,1095.81,936.905,687.952,856.668,1082.6,975,898.424,0
s_44 319 778 2227 7773,8,105,7773,s_44,44 319 778 2227,37 369 1473,0,lack of mass,useless,37.415,24.2217,41.2593,39.3232,10.7951,68.7508,77.9662,70.5961,77.7953,33.2333,78.7154,38.8251,0,0,1095.79,874.985,533.617,629.256,1025.61,975,731.34,0
s_17 366 969 3995,18,83,3995,s_17,17 366 969,74 465 1538,0,lack of mass,fighter,71.5404,60.506,71.7057,90.9617,86.9742,83.9438,73.8142,72.6707,72.5025,62.1134,78.7167,72.3205,0,0,1095.78,1122.06,892.542,1104.93,1138.19,975,1138.22,0
s_1 100 506 4506 8469,13,108,8469,s_1,1 100 506 4506,35 202 1464,1,alive,useless,48.3007,32.9985,55.2538,64.6911,79.2597,73.7822,72.2757,73.4358,68.5356,59.7725,83.3971,61.844,0,0,1095.74,923.924,677.365,844.095,1059.99,975,882.869,0
s_11 121 952 5669,12,94,5669,s_11,11 121 952,61 179 1163,0,lack of mass,useless,49.4339,41.7369,49.8454,57.5842,39.2403,72.8497,81.755,68.6949,73.1427,46.2116,76.4322,53.4229,0,0,1095.72,1014.29,673.033,808.366,1053.17,975,885.779,0
s_20 222 675 2019 4903 9995,5,116,9995,s_20,20 222 675 2019 4903,54 415 1440 3632,1,alive,useless,23.3477,18.9455,22.8635,25.6053,45.8331,80.5246,69.7192,74.7122,71.6547,27.1692,76.9718,24.5533,0,0,1095.72,739.325,406.257,461.936,1123.87,975,623.823,0
s_25 161 715 1715 8048,2,106,8048,s_25,25 161 715 1715,25 161 537 1429,0,accident,useless,11.2154,8.91742,11.3404,14.377,26.1642,75.5254,82.6885,68.2226,67.3658,13.6454,76.1726,12.9898,0,0,1095.67,814.08,356.27,393.532,1071,975,581.106,0
s_64 119 622 8918,11,110,8918,s_64,64 119 622,28 130 689 1776,1,alive,useless,41.1709,32.1431,67.1912,69.4165,28.9935,75.709,70.2666,74.4334,68.0447,46.4051,68.1324,52.5062,0,0,1095.67,913.239,670.136,823.569,1107,975,882.454,0
s_39 189 1308 3424 8045,13,106,8045,s_39,39 189 1308 3424,35 202 711,0,lack of mass,useless,45.7018,43.296,59.6903,54.0617,29.1156,71.2007,61.0093,79.0621,74.6244,48.2105,63.5754,53.4135,0,0,1095.67,822.39,667.294,798.716,1098.44,975,831.489,0
s_11 184 781 4326 9784,2,114,9784,s_11,11 184 781 4326,53 150 455 1170 2937,0,accident,useless,9.72109,8.20057,11.9072,14.869,20.7056,77.3918,70.1645,74.4842,77.5589,13.6344,89.9591,11.5509,0,0,1095.66,700.69,334.349,369.887,1075.28,975,545.445,0
s_28 404,70,24,404,s_28,28,14,0,accident,gatherer,59.8559,40.3681,46.2581,60.0823,167.406,71.7664,65.4828,76.8246,73.9994,82.8451,75.2047,67.6327,0,35877.9,1095.66,890.696,715.162,895.254,1072.43,975,900.286,0
s_3 140 1426,12,56,1426,s_3,3 140,15 155 568,0,lack of mass,useless,52.7636,30.0163,45.1341,55.6916,43.6507,78.2267,75.6733,71.7266,75.4549,54.4913,72.5032,58.0181,0,0,1095.63,924.049,635.58,784.818,1107.76,975,862.882,0
s_56 315 1322 4798,6,89,4798,s_56,56 315 1322,61 195 1589,0,accident,useless,24.1981,22.0378,26.3175,31.5877,57.5982,82.1049,70.7986,74.1638,79.5731,32.8634,87.0072,29.7715,0,0,1095.63,798.064,480.532,563.031,1113.21,975,702.337,0
s_35 143 511 1749 3824 8180,11,107,8180,s_35,35 143 511 1749 3824,54 186 501 2664,0,disease,useless,38.0836,46.3195,43.0947,42.4706,90.1413,70.6665,73.1927,72.9664,79.3983,59.8501,76.5081,56.3687,0,0,1095.63,925.105,685.092,816.178,1050.55,975,846.168,0
s_43 598 2537,50,71,2537,s_43,43 598,56 227 1146,1,alive,gatherer,63.1277,52.6662,60.5342,66.2548,159.547,71.8504,63.2853,77.5981,75.6158,67.8824,82.2573,71.7894,0,80785.1,1094,932.503,803.375,990.794,1062.63,975,976.017,0
s_22 124 941 3275 8730,12,109,8730,s_22,22 124 941 3275,40 486 1427,1,alive,useless,54.3642,39.8144,61.0113,66.2144,70.9038,88.08,68.9089,75.1039,87.2271,53.8936,89.2069,53.9395,0,0,1095.58,914.645,680.012,828.343,1153.46,975,929.791,0
s_32 212,65,10,212,s_32,32,72,0,lack of mass,gatherer,61.8402,24.7564,56.7278,60.3862,49.2682,69.887,68.007,75.3836,79.6424,82.2263,77.3632,74.7182,0,1347.2,1095.58,884.332,732.363,937.721,1052.03,975,921.881,0
s_43 895 2763 8191,13,107,8191,s_43,43 895 2763,5 113 753 4252,0,lack of mass,useless,54.087,27.4541,49.4924,68.935,45.0251,83.3572,77.3097,70.9018,80.1006,59.3666,75.0408,60.3048,0,0,1095.57,967.905,658.726,830.775,1136.12,975,917.59,0
s_9 207 601 1606 5081 10242,4,117,10242,s_9,9 207 601 1606 5081,68 131 697 2165 5457,1,alive,useless,15.9843,16.8384,16.1008,20.6923,40.103,83.4287,78.2603,70.4239,71.8036,21.2728,88.1086,21.4736,0,0,1095.54,794.806,382.422,427.287,1109.06,975,618.294,0
s_3 297 668 2237 5384,16,92,5384,s_3,3 297 668 2237,3 140 700 1815,0,lack of mass,useless,64.7935,47.2958,76.6269,81.8061,66.0915,82.336,74.5037,72.3019,82.7709,56.1844,81.7424,67.3863,0,0,1095.54,1036.79,804.195,993.565,1119.77,975,1046.85,0
s_9 207 601 1697,54,60,1697,s_9,9 207 601,44 232,0,lack of mass,retired,66.9882,53.443,73.4234,72.5969,66.0232,80.4574,64.7813,76.9997,73.2767,63.7731,77.6754,66.0124,0,786.206,1095.53,986.682,845.426,1023.89,1130.25,975,1051.74,29
s_21 270 1207 3618,12,80,3618,s_21,21 270 1207,37 519,0,lack of mass,useless,49.0098,30.3726,46.5523,59.3279,36.3477,82.7742,79.687,69.7092,75.8133,51.1346,86.2814,56.194,0,0,1095.53,967.586,639.68,790.388,1105.98,975,889.273,0
s_35 493 1576,50,58,1576,s_35,35 493,61 179 559,0,disease,gatherer,69.8648,48.2633,49.9965,57.2661,177.379,70.2812,70.0583,74.5231,75.7418,77.788,81.5656,72.9303,0,26102.9,1095.52,947.113,766.609,947.855,1042.41,975,947.796,0
s_51 1060,15,47,1060,s_51,51,99 280,0,lack of mass,useless,60.7819,32.278,53.2912,63.4366,47.5223,70.6879,77.0331,71.0348,78.8217,70.0384,79.1425,67.885,0,0,1095.51,968.643,702.596,880.047,1039.63,975,910.965,0
s_17 385 1126 3131 6440,12,98,6440,s_17,17 385 1126 3131,37 174 1130,0,lack of mass,useless,43.6578,32.6787,49.4621,58.1991,26.2329,79.4675,73.9348,72.581,80.3988,53.2212,75.4651,56.3398,0,0,1095.48,919.025,643.506,791.635,1113.09,975,864.971,0
s_3 521 2711 7193,13,102,7193,s_3,3 521 2711,3 444 2379,0,lack of mass,useless,51.1043,31.3135,47.9649,55.4587,40.4883,74.2935,71.2218,73.9371,69.7511,61.6369,79.7848,55.0372,0,0,1095.48,886.1,630.502,774.522,1072.3,975,838.769,0
s_64 427 1418 3200,44,77,3200,s_64,64 427 1418,1 100 443 1283,1,alive,gatherer,72.0236,50.4569,69.9032,76.135,151.555,65.4688,71.5752,73.3976,67.7297,80.9132,78.4248,79.1324,0,60447.4,1093.65,1029.95,860.599,1076.73,1013.02,975,1039.06,0
s_15 103 437 1161 4981,5,90,4981,s_15,15 103 437 1161,40 160 1272,0,accident,useless,20.2806,16.482,24.4841,27.2717,43.9759,82.2328,80.1895,69.4488,87.7548,28.1152,86.1483,22.6682,0,0,1095.44,852.966,447.002,514.066,1101.68,975,689.359,0
s_61 391 999 3782,13,81,3782,s_61,61 391 999,48 499,0,lack of mass,useless,55.0104,37.9534,65.3865,60.3264,44.1064,73.8907,77.9055,70.5904,69.5128,44.9727,81.4124,64.5477,0,0,1095.43,977.134,724.432,887.395,1056.18,975,931.82,0
s_3 149,35,7,149,s_3,3,93,0,disease,fighter,72.8536,72.952,71.3653,72.6573,167.906,70.3014,74.0948,72.4957,71.319,67.511,74.8841,85.9984,0,1518.99,1095.43,1102.48,947.64,1155.64,1049.83,975,1110.79,18
s_11 121 1011 10277,4,117,10277,s_11,11 121 1011,40 160 617 2822,1,alive,useless,17.1194,13.3733,15.4194,21.5624,42.6454,73.0361,73.7403,72.6722,70.5334,24.1361,82.347,21.873,0,0,1095.42,747.926,368.329,416.787,1054.58,975,569.887,0
s_5 777 2856 7051,14,101,7051,s_5,5 777 2856,28 158 783,0,disease,useless,56.1839,43.1833,72.454,62.2661,70.1525,74.7407,72.125,73.4798,69.1226,56.4486,73.6788,61.5867,0,0,1095.42,965.473,775.697,944.316,1086.27,975,975.761,0
s_37 457,54,28,457,s_37,37,72,0,lack of mass,retired,66.2043,41.5376,75.1327,80.8105,50.5685,64.1893,67.3826,75.6769,75.8935,74.7848,72.1878,81.1776,0,1085.51,1095.37,991.963,863.539,1093.37,1023.38,975,1031.51,32
s_44 183 562 1434,65,56,1434,s_44,44 183 562,71 139 492,1,alive,gatherer,61.6591,38.6132,50.8978,67.5336,157.519,78.0624,69.5788,74.3964,82.2143,73.1842,88.676,70.3574,0,2227.55,1093.61,951.905,746.707,944.401,1083.67,975,965.905,0
s_11 121 1085 2729 5632,13,94,5632,s_11,11 121 1085 2729,17 366 1717,0,lack of mass,useless,50.397,40.7009,45.0052,58.3658,42.0287,68.898,70.7663,74.1529,71.5589,61.4832,77.4242,59.5171,0,0,1095.36,915.903,664.65,813.921,1039.9,975,845.982,0
s_20 222 1116,15,48,1116,s_20,20 222,40 382,0,lack of mass,useless,60.8315,50.8118,66.2071,68.1391,62.2287,80.1661,72.7465,73.1617,67.8982,59.8143,77.7811,61.1874,0,0,1095.35,990.62,756.84,915.45,1115.09,975,978.662,0
s_70 352 1196,33,50,1196,s_70,70 352,20 344,0,disease,fighter,69.5866,77.4668,76.6192,73.0391,157.073,73.9263,78.3098,70.3785,76.291,67.5461,72.9839,76.492,0,1287.36,1095.33,1155.11,950.651,1136.73,1072.65,975,1132.33,16
s_56 132 1017 7984,11,106,7984,s_56,56 132 1017,43 787 3022,0,lack of mass,useless,46.9104,30.9888,51.9101,50.3464,32.5511,81.6562,72.8474,73.1092,73.744,41.3728,68.5248,45.5409,0,0,1095.33,881.167,602.634,722.113,1143.87,975,835.606,0
s_99 135 439 2121 7701,9,104,7701,s_99,99 135 439 2121,33 258 930,0,lack of mass,useless,43.0315,22.5153,35.3904,41.1434,31.5025,80.2322,74.9678,72.0461,79.2841,39.737,73.9585,47.9684,0,0,1095.3,848.717,541.121,658.068,1119.85,975,770.42,0
s_64 119 622 9464,7,113,9464,s_64,64 119 622,44 153 576 1933 4648,0,lack of mass,useless,29.3188,14.4619,34.6481,39.7628,8.21796,72.8815,81.0185,69.0196,64.9882,31.9638,84.3042,33.4534,0,0,1095.29,873.834,479.422,571.401,1038.62,975,702.992,0
s_21 364 1393 4778,17,88,4778,s_21,21 364 1393,10 128 450,0,lack of mass,useless,69.0182,39.8212,72.8611,72.3382,62.1683,79.0944,66.9558,76.0496,74.7792,77.3125,81.5734,70.9854,0,0,1095.27,927.101,772.81,962.562,1108.66,975,991.533,0
s_21 137 435 1525,38,57,1525,s_21,21 137 435,9 196 529,0,disease,gatherer,69.9846,49.3604,62.4044,77.0205,163.397,69.5661,79.2089,69.9226,74.0596,80.6169,72.0946,80.7521,0,38146.8,1095.27,1092.02,853.589,1074.35,1042.54,975,1055.38,0
s_51 466 1358 3478 8514,13,108,8514,s_51,51 466 1358 3478,64 427 1577 4243,1,alive,useless,52.2481,41.2719,37.3921,50.2662,90.6986,75.0568,71.3128,73.8705,72.9673,61.1837,82.2009,51.9819,0,0,1095.27,898.24,620.953,746.817,1072.61,975,824.615,0
s_56 315 1235 4835 9430,8,113,9430,s_56,56 315 1235 4835,37 174 725,1,alive,useless,30.1128,27.1633,37.4067,45.1239,53.2085,81.5606,70.2165,74.4147,88.4654,41.1894,83.4983,38.708,0,0,1095.23,827.757,527.069,627.227,1117.17,975,748.015,0
s_35 143 638 4856,12,89,4856,s_35,35 143 638,51 331 1221,0,lack of mass,useless,47.4596,28.1804,49.7552,63.7234,26.4656,71.4999,77.3142,70.8639,72.8028,61.4472,76.9151,51.0936,0,0,1095.21,954.94,629.498,776.747,1049.26,975,849.22,0
s_65,50,0,65,s_65,,,0,disease,gatherer,61.8817,51.6706,59.8385,73.2018,170.449,68.2392,69.653,74.6945,78.1197,80.9988,76.9581,76.1841,0,68176.9,1095.21,1001.49,824.076,1029.19,1037.84,975,997.348,0
s_43 329 745 2224,53,67,2224,s_43,43 329 745,24 221 569,0,lack of mass,gatherer,68.3924,23.3137,55.0332,62.7351,34.4665,68.1866,63.311,77.7037,76.1726,91.7506,89.027,73.6427,0,291.556,1095.18,852.257,723.248,927.381,1023.76,975,909.307,0
s_64 119 973,58,45,973,s_64,64 119,27 289,0,lack of mass,retired,64.373,22.2352,66.503,61.0343,69.9804,81.455,66.4359,76.1321,73.1842,64.8443,79.8115,75.5352,0,613.101,1095.17,871.174,754.656,962.756,1130.36,975,976.603,1
s_35 202 550 2077 7015,20,101,7015,s_35,35 202 550 2077,15 219 802 1795,1,alive,gatherer,61.5565,44.5181,59.3199,76.625,170.512,71.7151,73.4233,72.8036,61.0261,76.8687,77.1722,71.8408,0,0,1095.15,1024.77,797.521,1003.69,1056.07,975,1002.1,0
s_40 418 1265 7079,11,101,7079,s_40,40 418 1265,9 207 530,0,disease,useless,48.6146,40.4473,52.2135,59.8169,59.555,79.8144,78.8183,70.106,76.0122,44.3427,80.2034,51.2878,0,0,1095.15,1010.16,697.772,844.783,1098.61,975,932.044,0
s_5 464 1389 9358,5,112,9358,s_5,5 464 1389,35 202 1194 3265,0,accident,useless,24.2694,22.8855,26.8448,26.755,42.5603,72.4955,78.3331,70.3404,81.369,21.4655,74.6802,24.3388,0,0,1095.07,853.919,473.42,538.378,1059.13,975,678.403,0
s_11 184 792 2150 4919 9031,10,111,9031,s_11,11 184 792 2150 4919,22 124 816 3753,1,alive,useless,43.8548,32.5968,43.8772,51.6553,33.9933,71.6261,71.2865,73.8622,60.6054,37.164,75.7891,45.3334,0,0,1095.05,873.357,586.142,704.623,1061.39,975,785.395,0
s_43 876 2225 8613,12,109,8613,s_43,43 876 2225,5 113 753 2544,1,alive,useless,50.949,32.2105,43.4543,62.0875,71.8125,76.6142,68.7989,75.1011,69.3349,54.423,86.7553,60.7166,0,0,1095.01,881.639,637.664,798.885,1078.09,975,850.632,0
s_22,59,0,22,s_22,,,0,disease,retired,65.7718,47.215,64.8944,70.3723,158.419,73.1478,66.3465,76.3269,73.0885,70.4112,74.0874,75.5631,0,2142.61,1095,949.88,812.821,1016.5,1082.84,975,1000.34,23
s_3 444 8580,9,109,8580,s_3,3 444,39 189 647 1720,0,lack of mass,useless,45.1292,27.603,43.841,47.9211,32.1442,75.3686,74.3287,72.3346,64.7915,40.6722,78.1522,43.4834,0,0,1094.99,874.776,564.82,677.953,1078.28,975,784.158,0
s_17 385 1126 3131,45,76,3131,s_17,17 385 1126,17 366 1164,1,alive,fighter,70.2779,69.9563,76.9093,71.9995,152.061,72.3406,72.0558,73.1077,79.5103,61.7089,71.2937,72.1807,0,1299.55,1093.17,1079.39,909.616,1091.81,1074.52,975,1089.24,27
s_27 289,43,15,289,s_27,27,84,0,lack of mass,gatherer,66.2347,28.5471,53.5978,59.181,71.4255,76.4172,77.3082,70.6421,75.7083,77.7006,83.2984,80.5429,0,621.369,1094.9,977.09,765.392,976.167,1071.65,975,983.379,0
s_5 367 1180 3538,11,80,3538,s_5,5 367 1180,54 732,0,accident,useless,42.0175,37.1825,43.3257,57.9749,91.5187,74.74,78.2184,70.3794,68.345,54.7645,78.4267,51.974,0,0,1094.89,989.437,667.338,815.868,1067.46,975,881.807,0
s_64 119 646 2346 7910,5,105,7910,s_64,64 119 646 2346,56 315 1261 3053,0,accident,useless,21.3596,21.3261,27.7654,22.1872,41.0983,78.0533,65.8387,76.5691,70.6277,22.0349,86.0024,27.2773,0,0,1094.88,723.088,457.859,524.153,1094.08,975,650.148,0
s_27 177 2553,16,71,2553,s_27,27 177,54 186 993,0,lack of mass,useless,66.5416,39.3564,68.3957,80.7508,72.6712,68.5784,63.8726,77.5516,75.098,75.2145,85.3846,69.2198,0,0,1094.88,918.888,756.991,953.481,1031.93,975,948.548,0
s_3 444 3735 9517,8,113,9517,s_3,3 444 3735,99 395 5185,1,alive,useless,31.3748,32.8407,37.2264,33.7374,58.6236,75.0707,77.8457,70.5627,74.8829,31.3679,78.6512,41.1304,0,0,1094.86,879.067,546.513,635.025,1069.88,975,744.94,0
s_5 336 974 2211,49,67,2211,s_5,5 336 974,3 339,0,disease,gatherer,64.613,48.3043,62.3688,68.9195,163.038,65.9019,75.81,71.5804,68.466,76.7813,87.9737,74.4215,0,47394,1094.85,1033.96,818.522,1017.29,990.107,975,997.777,0
s_61 474 2720,16,72,2720,s_61,61 474,20 253 1199,0,lack of mass,useless,60.6243,33.1473,64.508,71.8437,55.5228,77.3013,73.3629,72.8007,76.193,69.7622,80.2255,72.6786,0,0,1094.82,960.181,744.223,941.385,1089.06,975,967.316,0
s_61 391 1142 3121,35,76,3121,s_61,61 391 1142,61 276 1247,0,lack of mass,gatherer,66.0747,29.5422,61.9962,77.9128,54.6953,76.4275,78.6203,70.1705,73.1149,78.2994,91.6553,85.4095,0,14.9188,1094.81,1050.29,827.506,1068.97,1053.59,975,1055.5,0
s_21 270 889 3011 7287,13,102,7287,s_21,21 270 889 3011,1 275 848,0,lack of mass,useless,41.9645,28.2096,65.1061,67.5294,23.7291,73.031,77.9209,70.5148,74.1533,56.8548,82.4159,61.7181,0,0,1094.75,969.736,694.98,867.956,1047.93,975,906.373,0
s_11 184 781 7918,16,105,7918,s_11,11 184 781,43 329 815,1,alive,useless,60.9269,46.4117,52.3397,70.1713,89.6128,71.3056,67.0196,75.9643,67.4649,74.3305,82.6293,67.7355,0,0,1094.74,933.414,729.211,906.39,1051.77,975,918.612,0
s_54 186 673 2677,11,72,2677,s_54,54 186 673,40 303 779,0,disease,useless,47.5311,37.639,38.4642,46.3425,102.314,75.9989,65.4072,76.7674,74.3707,44.6475,80.0281,41.3732,0,0,1094.71,840.609,596.697,709.142,1092.24,975,799.387,0
s_11 184 812,35,41,812,s_11,11 184,48 332,0,lack of mass,gatherer,68.4748,31.3257,70.5345,68.0701,74.942,75.1333,75.7229,71.6095,70.4121,81.6933,83.584,70.9857,0,0.352526,1094.71,994.689,789.74,990.039,1064.99,975,1013.97,0
s_61 195 983 9388,8,113,9388,s_61,61 195 983,40 160 617 2822,1,alive,useless,34.1827,25.2641,32.2226,39.6758,55.0963,72.3443,72.0325,73.4546,80.7415,39.5387,84.7558,35.3682,0,0,1094.71,824.34,500.151,589.609,1047.26,975,701.089,0
s_6 467 1566 4007,2,83,4007,s_6,6 467 1566,21 137 435 1732,0,accident,useless,12.615,9.10506,12.9663,14.5189,24.2204,74.7396,74.2456,72.347,68.3829,13.3589,77.9729,12.423,0,0,1094.7,739.082,347.202,383.368,1074.27,975,557.597,0
s_53 441 1466 3657 8962,11,110,8962,s_53,53 441 1466 3657,71 434 2124 4772,1,alive,useless,40.7041,30.4566,52.3496,53.6048,75.83,75.2156,79.8176,69.5588,75.2335,64.0397,85.8731,43.501,0,0,1094.68,950.285,607.837,727.915,1053.44,975,832.787,0
s_43 895 3625,41,80,3625,s_43,43 895,48 116 767,1,alive,fighter,65.0968,53.5813,94.9659,81.2442,143.001,72.1421,71.5116,73.3511,76.1932,65.355,67.8122,76.554,0,673.18,1092.87,1053.06,922.861,1137.82,1080.82,975,1112.72,23
s_64 119 622 6982,16,101,6982,s_64,64 119 622,35 202 1194 3265,0,lack of mass,useless,67.3691,53.2999,72.921,63.3917,71.2442,61.13,73.0779,72.928,76.4462,60.9765,68.6702,71.5707,0,0,1094.67,992.137,808.956,979.483,999.354,975,961.074,0
s_11 121 937 2461 8559,13,108,8559,s_11,11 121 937 2461,54 186 1521 3717,1,alive,useless,52.9279,44.4609,73.566,64.6612,68.4266,72.3378,70.4451,74.2437,78.3192,53.3276,76.9097,57.6791,0,0,1094.66,939.172,733.185,884.206,1065.28,975,924.806,0
s_61 276 1315 3060,14,75,3060,s_61,61 276 1315,42 165 956,0,lack of mass,useless,56.876,38.3894,52.0377,68.6431,50.3921,79.3121,81.988,68.4716,78.2022,71.1351,78.7964,63.1107,0,0,1094.66,1039.56,709.088,879.635,1093.01,975,953.061,0
s_51 358,17,20,358,s_51,51,81,0,lack of mass,useless,74.8649,51.4565,71.7305,84.7151,88.1593,71.876,76.1444,71.3931,81.4011,63.6147,67.8723,78.4888,0,0,1094.65,1079.16,850.18,1060.08,1071.57,975,1061.16,0
s_53 305 1099 2484 7827,11,105,7827,s_53,53 305 1099 2484,5 336 974 2211,0,disease,useless,45.753,46.8503,44.8805,47.4342,70.7818,75.9538,76.5905,71.1689,68.6408,43.5267,72.6388,44.7143,0,0,1094.64,972.168,665.251,778.835,1089.91,975,871.144,0
s_5 464 1389 10038,5,116,10038,s_5,5 464 1389,68 131 697 2793,1,alive,useless,21.3151,18.6767,23.5354,28.6078,43.9058,74.1571,73.9154,72.5062,78.0553,22.5712,74.7777,25.0685,0,0,1094.64,784.032,416.375,476.173,1077.06,975,622.211,0
s_20 214 1025 4066,13,84,4066,s_20,20 214 1025,21 137 435 1525,0,lack of mass,useless,61.6047,51.3393,57.0897,51.9361,64.3,75.2287,71.1577,73.882,74.5536,55.0235,79.0389,61.0088,0,0,1094.61,933.146,720.191,856.849,1080.17,975,910.933,0
s_99 135 821 2831 8450,13,108,8450,s_99,99 135 821 2831,53 350 1210,1,alive,useless,45.6125,46.9948,59.56,56.6327,77.3153,69.1752,84.0699,67.4247,72.8195,53.2596,91.033,60.9612,0,0,1094.6,1046.14,731.021,877.037,994.434,975,918.932,0
s_21 176 509 1836 9573,8,113,9573,s_21,21 176 509 1836,37 174 1984 4444,1,alive,useless,31.6455,22.5495,39.5767,43.2254,50.2716,74.9301,77.4124,70.7511,75.6597,37.649,70.8055,35.4113,0,0,1094.57,872.841,516.132,611.936,1085.15,975,735.923,0
s_28 295 708 4054 8002,14,106,8002,s_28,28 295 708 4054,20 253 760 4152,0,lack of mass,useless,54.1241,41.0749,71.1401,75.0237,48.6861,86.3186,68.0489,75.4304,74.4912,54.8656,70.2742,60.4802,0,0,1094.55,942.271,738.921,909.553,1179.97,975,979.338,0
s_21 176 1137 4902,12,89,4902,s_21,21 176 1137,56 227 1146,0,lack of mass,useless,44.8492,36.7071,52.0233,56.6732,32.4284,73.7522,78.3571,70.2762,76.003,48.2046,81.9613,56.3999,0,0,1094.55,965.754,664.706,808.366,1053.17,975,871.627,0
